label,dataset_path,source_dir,source_path,source_name,score,crop_width,crop_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,original_crop_path,split_group_key,dataset_weight
negative,face_dataset_png/data/negative/vk_user_photos/100117529/face_1.png,vk_user_photos/100117529,vk_user_photos/100117529/avatar.jpg,avatar.jpg,0.921096027,180,226,837,434,1017,660,,vk_user_photos/100117529,1.0
negative,face_dataset_png/data/negative/vk_user_photos/100117529/face_2.png,vk_user_photos/100117529,vk_user_photos/100117529/previous_avatar.jpg,previous_avatar.jpg,0.938267887,323,437,541,892,864,1329,,vk_user_photos/100117529,1.0
negative,face_dataset_png/data/negative/vk_user_photos/1019458161/face_1.png,vk_user_photos/1019458161,vk_user_photos/1019458161/avatar.jpg,avatar.jpg,0.926529586,240,373,279,287,519,660,,vk_user_photos/1019458161,1.0
negative,face_dataset_png/data/negative/vk_user_photos/1019458161/face_2.png,vk_user_photos/1019458161,vk_user_photos/1019458161/previous_avatar.jpg,previous_avatar.jpg,0.834296227,196,250,795,1011,991,1261,,vk_user_photos/1019458161,1.0
negative,face_dataset_png/data/negative/vk_user_photos/1033265013/face_1.png,vk_user_photos/1033265013,vk_user_photos/1033265013/avatar.jpg,avatar.jpg,0.913636386,443,618,546,184,989,802,,vk_user_photos/1033265013,1.0
negative,face_dataset_png/data/negative/vk_user_photos/1033265013/face_2.png,vk_user_photos/1033265013,vk_user_photos/1033265013/previous_avatar.jpg,previous_avatar.jpg,0.925196588,357,445,443,87,800,532,,vk_user_photos/1033265013,1.0
negative,face_dataset_png/data/negative/vk_user_photos/1035754771/face_1.png,vk_user_photos/1035754771,vk_user_photos/1035754771/avatar.jpg,avatar.jpg,0.935624957,444,697,0,256,444,953,,vk_user_photos/1035754771,1.0
negative,face_dataset_png/data/negative/vk_user_photos/1036580292/face_1.png,vk_user_photos/1036580292,vk_user_photos/1036580292/avatar.jpg,avatar.jpg,0.945215523,595,886,1114,753,1709,1639,,vk_user_photos/1036580292,1.0
negative,face_dataset_png/data/negative/vk_user_photos/1036580292/face_2.png,vk_user_photos/1036580292,vk_user_photos/1036580292/previous_avatar.jpg,previous_avatar.jpg,0.924764574,450,562,275,88,725,650,,vk_user_photos/1036580292,1.0
negative,face_dataset_png/data/negative/vk_user_photos/104916144/face_1.png,vk_user_photos/104916144,vk_user_photos/104916144/avatar.jpg,avatar.jpg,0.940548539,174,222,235,65,409,287,,vk_user_photos/104916144,1.0
negative,face_dataset_png/data/negative/vk_user_photos/105022081/face_1.png,vk_user_photos/105022081,vk_user_photos/105022081/avatar.jpg,avatar.jpg,0.911517084,457,671,642,246,1099,917,,vk_user_photos/105022081,1.0
negative,face_dataset_png/data/negative/vk_user_photos/105022081/face_2.png,vk_user_photos/105022081,vk_user_photos/105022081/previous_avatar.jpg,previous_avatar.jpg,0.944992900,340,454,626,361,966,815,,vk_user_photos/105022081,1.0
negative,face_dataset_png/data/negative/vk_user_photos/10575203/face_1.png,vk_user_photos/10575203,vk_user_photos/10575203/avatar.jpg,avatar.jpg,0.925830424,142,206,285,106,427,312,,vk_user_photos/10575203,1.0
negative,face_dataset_png/data/negative/vk_user_photos/10575203/face_2.png,vk_user_photos/10575203,vk_user_photos/10575203/previous_avatar.jpg,previous_avatar.jpg,0.912934244,472,636,250,156,722,792,,vk_user_photos/10575203,1.0
